Country Name,Country Code,Indicator Name,Indicator Code,Valor_Inicial,Ano_Inicial,Valor_Final,Ano_Final,Crescimento_Absoluto,Crescimento_Percentual
Afghanistan,AFG,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,62.1364707946777,1990.0,56.6954917907715,2017.0,-5.4409790039062,-8.756498292098442
Afghanistan,AFG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.46148991584778,1990.0,3.31753993034363,2017.0,-0.14394998550414995,-4.158613458473533
Afghanistan,AFG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,30.0911502838135,1990.0,111.877082824707,2017.0,81.7859325408935,271.79397188045493
Afghanistan,AFG,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,11.2228298187256,1990.0,55.6444091796875,2017.0,44.4215793609619,395.81442540314805
Afghanistan,AFG,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,29.553840637207,1990.0,29.553840637207,2017.0,0.0,0.0
Afghanistan,AFG,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,15106.0,1990.0,142880.0,2017.0,127774.0,845.8493313915002
Albania,ALB,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,54.8003311157227,1990.0,54.8003311157227,2017.0,0.0,0.0
Albania,ALB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.2632999420166,1990.0,3.53943991661072,2017.0,0.2761399745941202,8.461985704675245
Albania,ALB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,99.8214721679688,1990.0,113.699798583984,2017.0,13.878326416015199,13.903147403659052
Albania,ALB,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,90.2612762451172,1990.0,95.7654876708984,2017.0,5.504211425781193,6.098087302503603
Albania,ALB,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,92.0243911743164,1990.0,106.367561340332,2017.0,14.343170166015597,15.586270099680604
Albania,ALB,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,13342.0,1990.0,10119.0,2017.0,-3223.0,-24.15679808124719
Algeria,DZA,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,
Algeria,DZA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.35424995422363,1990.0,4.35424995422363,2017.0,0.0,0.0
Algeria,DZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,92.0762023925781,1990.0,116.154441833496,2017.0,24.078239440917898,26.15033940937029
Algeria,DZA,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,59.1210517883301,1990.0,99.8601913452148,2017.0,40.7391395568847,68.90800877958365
Algeria,DZA,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,77.014060974121,1990.0,105.799018859863,2017.0,28.784957885742003,37.37623691265235
Algeria,DZA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,144945.0,1990.0,164684.0,2017.0,19739.0,13.61826899858567
American Samoa,ASM,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,
American Samoa,ASM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,
American Samoa,ASM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,,,,,,
American Samoa,ASM,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,
American Samoa,ASM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,
American Samoa,ASM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,461.0,1990.0,524.0,2017.0,63.0,13.665943600867678
Andorra,AND,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,27.1388702392578,1990.0,22.0757102966309,2017.0,-5.0631599426269,-18.656487532420467
Andorra,AND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.71327996253967,1990.0,3.25367999076843,2017.0,-0.45959997177124023,-12.377196882749995
Andorra,AND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,,,,,,
Andorra,AND,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,
Andorra,AND,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,
Andorra,AND,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,324.0,1990.0,419.0,2017.0,95.0,29.32098765432099
Angola,AGO,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,36.4987602233887,1990.0,31.4335098266602,2017.0,-5.065250396728501,-13.8778697296207
Angola,AGO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.5914900302887,1990.0,3.47622990608215,2017.0,0.8847398757934504,34.14019986389405
Angola,AGO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,78.2584991455078,1990.0,128.704147338867,2017.0,50.44564819335919,64.46028066493386
Angola,AGO,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,10.3700199127197,1990.0,28.8987197875977,2017.0,18.528699874878,178.67564412437622
Angola,AGO,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,31.4551200866699,1990.0,49.7251281738281,2017.0,18.270008087158196,58.082779645469195
Angola,AGO,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,31062.0,1990.0,118158.0,2017.0,87096.0,280.3940506084605
Antigua and Barbuda,ATG,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,33.1089286804199,1990.0,41.6132392883301,2017.0,8.504310607910199,25.68585256864416
Antigua and Barbuda,ATG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.23707008361816,1990.0,2.55447006225586,2017.0,-0.6826000213623002,-21.086970739890187
Antigua and Barbuda,ATG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,100.140007019043,1990.0,97.0528717041016,2017.0,-3.087135314941392,-3.0828191517445482
Antigua and Barbuda,ATG,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,119.971260070801,1990.0,102.705459594727,2017.0,-17.26580047607399,-14.39161384642004
Antigua and Barbuda,ATG,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,96.6875610351563,1990.0,84.8425216674805,2017.0,-11.84503936767581,-12.250840998428812
Antigua and Barbuda,ATG,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,695.0,1990.0,703.0,2017.0,8.0,1.1510791366906474
Argentina,ARG,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,3.26374006271362,1990.0,30.0603904724121,2017.0,26.79665040969848,821.0411949111701
Argentina,ARG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.06737995147705,1990.0,5.32548999786377,2017.0,4.2581100463867205,398.93104985664286
Argentina,ARG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,106.561569213867,1990.0,109.988891601563,2017.0,3.4273223876959946,3.2162837061993943
Argentina,ARG,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,71.1518478393555,1990.0,106.777900695801,2017.0,35.6260528564455,50.070453457345096
Argentina,ARG,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,98.6802978515625,1990.0,101.807647705078,2017.0,3.127349853515497,3.169173504339984
Argentina,ARG,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,295488.0,1990.0,288776.0,2017.0,-6712.0,-2.2714966428416723
Armenia,ARM,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,18.6779499053955,1990.0,19.3593006134033,2017.0,0.6813507080077983,3.647888079038998
Armenia,ARM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.84902000427246,1990.0,2.81350994110107,2017.0,0.9644899368286102,52.16222293971941
Armenia,ARM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,102.468963623047,1990.0,98.4666213989258,2017.0,-4.002342224121207,-3.9059068059326143
Armenia,ARM,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.3158569335938,1990.0,88.5023574829102,2017.0,-2.813499450683608,-3.081063404715815
Armenia,ARM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,105.992240905762,1990.0,99.0716400146484,2017.0,-6.920600891113608,-6.5293467068657725
Armenia,ARM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,12556.0,1990.0,6606.0,2017.0,-5950.0,-47.3877030901561
Aruba,ABW,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,23.0672092437744,1990.0,26.2166194915771,2017.0,3.149410247802699,13.653191482852186
Aruba,ABW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.76316022872925,1990.0,6.16293001174927,2017.0,1.3997697830200204,29.387417508595153
Aruba,ABW,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,112.199333190918,1990.0,117.31803894043,2017.0,5.118705749512003,4.562153449523654
Aruba,ABW,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.7969207763672,1990.0,111.174522399902,2017.0,12.377601623534801,12.528327326670684
Aruba,ABW,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,101.619117736816,1990.0,101.110336303711,2017.0,-0.5087814331049998,-0.5006749167245244
Aruba,ABW,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,473.0,1990.0,601.0,2017.0,128.0,27.061310782241016
Australia,AUS,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,29.3297290802002,1990.0,32.6254196166992,2017.0,3.2956905364989986,11.236689324634234
Australia,AUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.67038011550903,1990.0,5.22533988952637,2017.0,0.5549597740173402,11.882539756763558
Australia,AUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,105.8115234375,1990.0,102.207817077637,2017.0,-3.603706359862997,-3.4057787306990326
Australia,AUS,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,133.60986328125,1990.0,137.564788818359,2017.0,3.9549255371090055,2.960055073766411
Australia,AUS,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,
Australia,AUS,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,96779.0,1990.0,105469.0,2017.0,8690.0,8.979220698705298
Austria,AUT,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,18.1251697540283,1990.0,16.2967090606689,2017.0,-1.8284606933593999,-10.087964516597294
Austria,AUT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.97710990905762,1990.0,5.49954986572266,2017.0,0.52243995666504,10.496853921475088
Austria,AUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,105.482109069824,1990.0,102.970161437988,2017.0,-2.5119476318360086,-2.3813968586589613
Austria,AUT,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.358589172363,1990.0,100.02188873291,2017.0,-1.336700439452997,-1.3187835884139056
Austria,AUT,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,101.055191040039,1990.0,101.234260559082,2017.0,0.17906951904299717,0.17719972343830231
Austria,AUT,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,33796.0,1990.0,30972.43359375,2017.0,-2823.56640625,-8.354735490146762
Azerbaijan,AZE,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,
Azerbaijan,AZE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.05797004699707,1990.0,2.63466000556946,2017.0,-3.4233100414276105,-56.50919391924927
Azerbaijan,AZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,110.121559143066,1990.0,106.601486206055,2017.0,-3.520072937010994,-3.1965338707544464
Azerbaijan,AZE,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.764793395996,1990.0,72.3654022216797,2017.0,-16.399391174316293,-18.47510769405569
Azerbaijan,AZE,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,95.7973785400391,1990.0,103.280212402344,2017.0,7.482833862304901,7.811105038931106
Azerbaijan,AZE,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,26177.0,1990.0,40830.0,2017.0,14653.0,55.97662069755892
"Bahamas, The",BHS,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,
"Bahamas, The",BHS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.84998989105225,1990.0,2.84998989105225,2017.0,0.0,0.0
"Bahamas, The",BHS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,98.2763824462891,1990.0,107.897750854492,2017.0,9.621368408202898,9.79011250588233
"Bahamas, The",BHS,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,85.6882781982422,1990.0,92.6336822509766,2017.0,6.945404052734403,8.10543075292751
"Bahamas, The",BHS,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,86.3110198974609,1990.0,93.0985870361328,2017.0,6.787567138671903,7.8640794034593275
"Bahamas, The",BHS,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1581.0,1990.0,2402.0,2017.0,821.0,51.929158760278305
Bahrain,BHR,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,32.0718116760254,1990.0,32.9869194030762,2017.0,0.9151077270508026,2.8533084949949115
Bahrain,BHR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.87436008453369,1990.0,2.66808009147644,2017.0,-0.2062799930572501,-7.176553632483213
Bahrain,BHR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,110.33341217041,1990.0,101.171173095703,2017.0,-9.162239074707003,-8.304138242870547
Bahrain,BHR,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,86.931541442871,1990.0,102.130897521973,2017.0,15.199356079102003,17.484282260300883
Bahrain,BHR,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,102.981750488281,1990.0,98.7109375,2017.0,-4.270812988280994,-4.1471551687859485
Bahrain,BHR,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,3059.0,1990.0,9219.0,2017.0,6160.0,201.3729977116705
Bangladesh,BGD,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,46.6619186401367,1990.0,43.4998817443848,2017.0,-3.1620368957518963,-6.776482810614735
Bangladesh,BGD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.51893997192383,1990.0,1.92633998394012,2017.0,0.40740001201629017,26.821337218500695
Bangladesh,BGD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,81.0475616455078,1990.0,120.433059692383,2017.0,39.3854980468752,48.5955372959184
Bangladesh,BGD,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,20.400520324707,1990.0,63.524528503418,2017.0,43.124008178710994,211.38680529870436
Bangladesh,BGD,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,64.3702774047852,1990.0,98.4517822265625,2017.0,34.0815048217773,52.94602757023963
Bangladesh,BGD,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,189508.0,1990.0,527798.0,2017.0,338290.0,178.5096143698419
Barbados,BRB,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,35.2524299621582,1990.0,36.8565483093262,2017.0,1.6041183471679972,4.550376665920453
Barbados,BRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.63813018798828,1990.0,6.57329988479614,2017.0,-0.06483030319214045,-0.9766350064879883
Barbados,BRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,114.485313415527,1990.0,93.6272811889648,2017.0,-20.8580322265622,-18.21895892520074
Barbados,BRB,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,85.429573059082,1990.0,109.247566223145,2017.0,23.817993164062997,27.88026711498462
Barbados,BRB,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,94.900993347168,1990.0,95.5480270385742,2017.0,0.6470336914062074,0.6817986499247913
Barbados,BRB,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1602.0,1990.0,1145.0,2017.0,-457.0,-28.52684144818976
Belarus,BLR,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,
Belarus,BLR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.99220991134644,1990.0,4.94764995574951,2017.0,-1.04455995559693,-17.4319653525325
Belarus,BLR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,93.2724609375,1990.0,101.341621398926,2017.0,8.069160461425994,8.651171396488591
Belarus,BLR,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,96.8560180664063,1990.0,107.119422912598,2017.0,10.26340484619169,10.596558738513188
Belarus,BLR,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,94.5816268920898,1990.0,97.4428024291992,2017.0,2.8611755371094034,3.025085982474989
Belarus,BLR,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,30300.0,1990.0,22029.0,2017.0,-8271.0,-27.2970297029703
Belgium,BEL,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,19.6371307373047,1990.0,23.2459602355957,2017.0,3.608829498290998,18.37758044476068
Belgium,BEL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.33690977096558,1990.0,6.58514022827148,2017.0,1.2482304573059002,23.388637074148328
Belgium,BEL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,100.513687133789,1990.0,104.192977905273,2017.0,3.6792907714839913,3.660487319091838
Belgium,BEL,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,102.881378173828,1990.0,166.808471679688,2017.0,63.927093505860014,62.13670018868627
Belgium,BEL,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,79.1064071655273,1990.0,88.8949584960938,2017.0,9.788551330566506,12.37390456892362
Belgium,BEL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,59830.0,1990.0,68826.0,2017.0,8996.0,15.035935149590507
Belize,BLZ,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,59.4787788391113,1990.0,37.8370208740234,2017.0,-21.641757965087898,-36.38567971213455
Belize,BLZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.44343996047974,1990.0,6.42583990097046,2017.0,0.98239994049072,18.047410233659296
Belize,BLZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,112.731742858887,1990.0,113.138511657715,2017.0,0.4067687988279971,0.3608289808285619
Belize,BLZ,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,60.7540092468262,1990.0,80.7922134399414,2017.0,20.038204193115206,32.98252155130322
Belize,BLZ,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,93.9224395751953,1990.0,104.404281616211,2017.0,10.481842041015696,11.160104111886726
Belize,BLZ,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1880.0,1990.0,2548.0,2017.0,668.0,35.53191489361702
Benin,BEN,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,51.3739585876465,1990.0,49.8086891174316,2017.0,-1.5652694702149006,-3.046814988073138
Benin,BEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.74482989311218,1990.0,4.35980987548828,2017.0,1.6149799823761004,58.837160963187486
Benin,BEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,50.9382095336914,1990.0,128.983352661133,2017.0,78.0451431274416,153.21532468827985
Benin,BEN,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,20.7938899993896,1990.0,56.8119583129883,2017.0,36.018068313598704,173.21467178414434
Benin,BEN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,18.653959274292,1990.0,77.9555435180664,2017.0,59.30158424377441,317.9034722430269
Benin,BEN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,13693.0,1990.0,49688.0,2017.0,35995.0,262.87154020302347
Bermuda,BMU,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,30.322790145874,1990.0,30.6948204040527,2017.0,0.3720302581787003,1.2268998215169924
Bermuda,BMU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.13619995117188,1990.0,1.7043000459671,2017.0,-1.4318999052047798,-45.65716240986907
Bermuda,BMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,103.650901794434,1990.0,90.3485794067383,2017.0,-13.30232238769571,-12.833773905872603
Bermuda,BMU,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,79.1746063232422,1990.0,71.5424118041992,2017.0,-7.632194519042997,-9.639699991539482
Bermuda,BMU,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,96.694206237793,1990.0,81.1955184936523,2017.0,-15.498687744140696,-16.02855884252869
Bermuda,BMU,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,463.0,1990.0,398.0,2017.0,-65.0,-14.038876889848812
Bhutan,BTN,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,19.3639106750488,1990.0,56.9765281677246,2017.0,37.6126174926758,194.2408128392227
Bhutan,BTN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.51379013061523,1990.0,7.36169004440308,2017.0,1.8478999137878498,33.51415033966229
Bhutan,BTN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,51.1283912658691,1990.0,96.7488098144531,2017.0,45.620418548584,89.22717382472787
Bhutan,BTN,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,24.1068706512451,1990.0,84.1976928710938,2017.0,60.090822219848704,249.26844752761411
Bhutan,BTN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,23.9755401611328,1990.0,99.226676940918,2017.0,75.2511367797852,313.866283195472
Bhutan,BTN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1817.0,1990.0,2541.0,2017.0,724.0,39.84589983489268
Bolivia,BOL,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,38.5989189147949,1990.0,41.610050201416,2017.0,3.011131286621101,7.801076743283966
Bolivia,BOL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.78421020507813,1990.0,7.28545999526978,2017.0,2.5012497901916495,52.28135226033201
Bolivia,BOL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,100.132179260254,1990.0,97.1380386352539,2017.0,-2.9941406250000995,-2.990188216335545
Bolivia,BOL,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,69.0608596801758,1990.0,86.4050674438477,2017.0,17.344207763671903,25.114381494805848
Bolivia,BOL,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,66.4578704833984,1990.0,90.4640502929688,2017.0,24.006179809570412,36.12240301254809
Bolivia,BOL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,58441.0,1990.0,74246.0,2017.0,15805.0,27.04436953508667
Bosnia and Herzegovina,BIH,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,
Bosnia and Herzegovina,BIH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,
Bosnia and Herzegovina,BIH,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,,,,,,
Bosnia and Herzegovina,BIH,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,
Bosnia and Herzegovina,BIH,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,,,
Bosnia and Herzegovina,BIH,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,9505.0,1990.0,9475.0,2017.0,-30.0,-0.31562335612835346
Botswana,BWA,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,25.5039501190186,1990.0,17.8223304748535,2017.0,-7.6816196441650995,-30.119332920263297
Botswana,BWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.73963022232056,1990.0,9.63292026519775,2017.0,3.89329004287719,67.83172246422373
Botswana,BWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,103.837562561035,1990.0,107.630493164063,2017.0,3.7929306030279974,3.6527538873984438
Botswana,BWA,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,39.7668113708496,1990.0,76.861572265625,2017.0,37.0947608947754,93.2807022138242
Botswana,BWA,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,88.6948394775391,1990.0,99.66015625,2017.0,10.965316772460895,12.362970424268854
Botswana,BWA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,8956.0,1990.0,15035.0,2017.0,6079.0,67.87628405538186
Brazil,BRA,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,48.9341583251953,1990.0,27.4097499847412,2017.0,-21.524408340454098,-43.98646891484711
Brazil,BRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.47307014465332,1990.0,5.99394989013672,2017.0,1.5208797454833993,34.00080249806307
Brazil,BRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,165.645385742188,1990.0,115.340789794922,2017.0,-50.30459594726601,-30.36884832129314
Brazil,BRA,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,109.994216918945,1990.0,99.6509704589844,2017.0,-10.343246459960596,-9.403445698952117
Brazil,BRA,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,112.229606628418,1990.0,100.684646606445,2017.0,-11.544960021972997,-10.28691124276797
Brazil,BRA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,807053.0,1990.0,795014.0,2017.0,-12039.0,-1.491723591883061
Brunei Darussalam,BRN,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,24.9064998626708,1990.0,19.5228004455566,2017.0,-5.383699417114197,-21.61564028184925
Brunei Darussalam,BRN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.95995998382568,1990.0,4.42540979385375,2017.0,0.46544981002806995,11.753901855806212
Brunei Darussalam,BRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,113.07543182373,1990.0,108.137702941895,2017.0,-4.937728881835,-4.366756599729181
Brunei Darussalam,BRN,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,74.578483581543,1990.0,96.0794677734375,2017.0,21.500984191894503,28.830009889361254
Brunei Darussalam,BRN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,98.9646911621094,1990.0,103.177001953125,2017.0,4.212310791015597,4.25637744285546
Brunei Darussalam,BRN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,2543.0,1990.0,4033.0,2017.0,1490.0,58.59221392056626
Bulgaria,BGR,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,22.9379997253418,1990.0,19.6963806152344,2017.0,-3.2416191101074006,-14.132091502843966
Bulgaria,BGR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.45406007766724,1990.0,4.06197023391724,2017.0,-0.39208984375,-8.802976091767318
